UDI,Product Name,Type of Analysis,Instrument ID,Room Air temperature [K],Instrument temperature [K],Instrument Usage_hours,Runs_since_PM,Component_age_days,Days_since_last_PM,PM_overdue_flag,Room_temp_stability_issue,Power_fluctuation_flag,Minor_alarm_counts,Past_incidents_count,Date of Observation
7915,Ibuprofen,UV Spec,HPLC-5,300.7,312.1,784,480,845,43,0,0,0,1,0,04-01-2026
7916,Atorvastatin,Assay,UV Spec-2,300.8,312.1,1111,111,137,178,1,0,0,10,0,23-12-2025
7917,Diazepam,UV Spec,IR-3,300.8,312.1,1039,313,518,85,0,0,0,2,0,22-02-2026
7918,Ibuprofen,UV Spec,Disso-4,300.9,312.1,1789,255,235,124,1,1,0,4,5,18-02-2026
7919,Ibuprofen,Dissolution,Disso-5,300.8,312.1,376,364,410,133,1,1,0,8,5,13-01-2026
7920,Atorvastatin,UV Spec,UV Spec-4,300.8,312,1829,408,537,98,1,0,0,6,4,09-03-2026
7921,Diazepam,Dissolution,UV Spec-6,300.8,312,1191,185,334,135,0,0,0,5,0,22-01-2026
7922,Diclofenac,Dissolution,Disso-6,300.7,311.9,53,412,834,157,1,0,0,6,3,14-03-2026
7923,Diazepam,UV Spec,Disso-3,300.7,311.9,743,221,630,113,0,0,0,4,0,11-01-2026
7924,Atorvastatin,Dissolution,IR-3,300.8,312,943,420,782,75,0,0,0,2,5,29-12-2025
7925,Diclofenac,Assay,HPLC-4,300.7,311.9,374,343,842,52,0,0,0,6,0,21-12-2025
7926,Diclofenac,Assay,IR-3,300.7,311.9,1180,307,436,157,0,0,0,4,4,13-01-2026
7927,Diclofenac,UV Spec,IR-2,300.7,311.9,503,457,887,11,0,0,0,6,2,15-03-2026
7928,Atorvastatin,Relative Substance,UV Spec-2,300.7,311.9,788,149,568,137,0,0,0,3,2,12-02-2026
7929,Clopidogrel,Assay,IR-3,300.6,311.7,1906,71,693,18,0,0,0,4,5,28-01-2026
7930,Diclofenac,Assay,HPLC-5,300.6,311.6,499,180,276,26,0,0,0,7,2,21-02-2026
7931,Diazepam,Dissolution,IR-1,300.6,311.6,822,405,713,142,0,0,1,10,1,15-01-2026
7932,Clopidogrel,UV Spec,IR-2,300.7,311.7,1319,83,735,4,0,0,0,5,3,27-02-2026
7933,Atorvastatin,Assay,HPLC-2,300.7,311.8,193,86,545,22,0,0,0,10,0,18-02-2026
7934,Diclofenac,Dissolution,Disso-5,300.8,311.8,224,457,335,128,0,0,1,9,4,24-12-2025
7935,Clopidogrel,Assay,HPLC-5,300.8,311.9,1658,339,541,13,1,0,0,1,2,10-02-2026
7936,Diazepam,Relative Substance,UV Spec-10,300.8,311.9,154,459,188,163,0,0,0,8,5,29-12-2025
7937,Clopidogrel,Dissolution,IR-1,300.8,311.7,1304,154,484,44,0,0,0,6,2,27-01-2026
7938,Ibuprofen,Relative Substance,IR-1,300.8,311.7,1887,238,70,168,0,0,0,4,5,10-02-2026
7939,Diclofenac,Assay,IR-2,300.8,311.7,742,208,254,74,0,0,0,8,4,17-02-2026
7940,Diazepam,Assay,Disso-4,300.8,311.8,1974,210,96,135,0,0,0,10,2,27-01-2026
7941,Diclofenac,Dissolution,Disso-1,300.7,311.7,1194,150,124,113,0,0,0,1,3,24-02-2026
7942,Ibuprofen,Dissolution,UV Spec-8,300.7,311.7,1265,185,479,114,1,0,0,2,1,14-02-2026
7943,Clopidogrel,Relative Substance,UV Spec-4,300.8,311.7,1465,22,690,150,0,0,0,1,2,08-02-2026
7944,Clopidogrel,Dissolution,HPLC-6,300.8,311.7,457,273,482,58,0,0,0,6,5,11-01-2026
7945,Ibuprofen,UV Spec,IR-2,300.8,311.7,809,311,579,36,1,0,0,4,5,16-02-2026
7946,Ibuprofen,UV Spec,HPLC-5,300.8,311.7,1672,77,622,81,0,1,0,3,4,08-02-2026
7947,Diazepam,Relative Substance,IR-2,300.8,311.6,597,458,835,53,0,0,0,8,1,21-03-2026
7948,Ibuprofen,Relative Substance,HPLC-6,300.8,311.7,188,154,555,119,0,0,1,2,1,02-01-2026
7949,Diazepam,Assay,IR-1,300.8,311.7,1654,410,178,39,0,0,0,10,5,05-01-2026
7950,Diclofenac,Dissolution,UV Spec-3,300.7,311.5,835,116,317,5,0,0,0,0,4,20-01-2026
7951,Ibuprofen,Relative Substance,IR-1,300.8,311.6,194,94,730,117,0,1,0,7,4,14-01-2026
7952,Diclofenac,Assay,UV Spec-1,300.9,311.8,507,331,344,30,0,0,0,8,2,05-02-2026
7953,Diazepam,Assay,IR-2,300.9,311.9,903,419,200,50,0,0,0,0,5,31-12-2025
7954,Clopidogrel,Relative Substance,IR-2,301,312,1357,440,585,28,1,0,0,3,3,08-02-2026
7955,Ibuprofen,Relative Substance,HPLC-1,301,311.9,526,239,41,102,0,0,0,6,5,20-01-2026
7956,Diclofenac,Relative Substance,IR-3,300.9,311.9,1850,99,686,82,1,0,0,1,1,30-12-2025
7957,Ibuprofen,Assay,IR-3,300.9,311.9,804,353,15,74,0,0,0,1,2,11-03-2026
7958,Diclofenac,Assay,Disso-1,300.9,311.9,784,149,871,10,0,0,0,6,2,19-02-2026
7959,Clopidogrel,UV Spec,Disso-1,301,312.1,703,15,437,89,1,0,0,1,3,12-02-2026
7960,Diazepam,Assay,Disso-1,301,312.1,128,479,524,40,1,0,0,6,5,12-03-2026
7961,Clopidogrel,Relative Substance,IR-2,301.1,312.2,1380,113,73,104,1,0,0,6,5,17-02-2026
7962,Diazepam,UV Spec,IR-2,301,312.2,1947,293,727,46,0,0,0,3,5,07-03-2026
7963,Diclofenac,Relative Substance,IR-2,301,312.2,1186,254,811,119,0,0,0,6,1,10-03-2026
7964,Clopidogrel,UV Spec,UV Spec-11,301,312.2,941,196,662,125,0,0,0,0,2,28-02-2026
7965,Clopidogrel,Assay,UV Spec-3,300.9,312.1,1093,300,410,166,0,0,0,7,4,28-02-2026
7966,Diazepam,Dissolution,IR-1,301.1,312.3,594,235,290,79,0,0,0,1,2,04-03-2026
7967,Ibuprofen,Assay,Disso-7,301,312.2,414,218,832,5,0,0,0,5,5,15-01-2026
7968,Atorvastatin,Assay,Disso-5,301,312.2,1371,284,514,57,0,0,0,6,5,18-01-2026
7969,Diazepam,Assay,Disso-4,300.9,312.2,1670,390,261,17,0,0,0,9,0,19-03-2026
7970,Ibuprofen,Assay,HPLC-4,300.9,312.1,664,153,362,47,0,0,0,3,1,10-03-2026
7971,Atorvastatin,Dissolution,IR-1,300.9,312.1,1029,395,419,170,0,0,1,6,0,16-03-2026
7972,Clopidogrel,UV Spec,Disso-3,301,312.1,240,292,610,141,0,1,0,7,5,01-01-2026
7973,Ibuprofen,Dissolution,UV Spec-1,301.1,312.2,209,67,480,20,1,1,0,7,2,12-01-2026
7974,Diclofenac,Assay,UV Spec-1,301.1,312.3,1030,212,402,46,0,0,0,0,2,18-03-2026
7975,Clopidogrel,Dissolution,HPLC-4,301.2,312.3,1348,127,408,57,0,0,0,1,5,27-12-2025
7976,Clopidogrel,Assay,Disso-3,301.2,312.3,629,155,180,169,0,0,0,10,2,16-02-2026
7977,Atorvastatin,Dissolution,Disso-5,301.2,312.4,968,369,724,117,0,0,0,10,1,22-01-2026
7978,Clopidogrel,Relative Substance,UV Spec-5,301.2,312.4,1860,56,206,125,0,0,0,8,0,10-01-2026
7979,Clopidogrel,Relative Substance,HPLC-5,301.2,312.4,1532,463,295,64,0,0,0,4,2,28-02-2026
7980,Diclofenac,Dissolution,UV Spec-9,301.2,312.4,362,118,638,151,0,0,0,0,4,24-01-2026
7981,Clopidogrel,Relative Substance,Disso-5,301.2,312.4,725,359,315,31,0,0,0,9,2,04-03-2026
7982,Atorvastatin,Relative Substance,UV Spec-10,301,312.3,1930,479,212,165,0,1,0,9,3,24-12-2025
7983,Diclofenac,Relative Substance,UV Spec-6,301,312.3,348,168,73,27,0,1,0,7,3,24-12-2025
7984,Atorvastatin,UV Spec,HPLC-4,301,312.2,561,326,363,17,0,0,0,9,2,12-02-2026
7985,Clopidogrel,Relative Substance,HPLC-4,301,312.3,294,184,276,90,1,0,0,7,3,25-01-2026
7986,Clopidogrel,Assay,HPLC-4,301,312.2,879,61,401,35,0,0,0,6,1,18-02-2026
7987,Diazepam,Dissolution,Disso-7,301.1,312.3,1764,335,649,120,1,0,0,6,2,23-01-2026
7988,Ibuprofen,UV Spec,IR-3,301,312.2,60,198,290,6,0,0,0,8,1,30-12-2025
7989,Ibuprofen,Dissolution,UV Spec-2,301.1,312.3,1545,321,109,171,0,0,0,2,4,11-01-2026
7990,Clopidogrel,Dissolution,Disso-4,301.1,312.4,1146,154,729,149,0,0,0,4,3,08-02-2026
7991,Atorvastatin,UV Spec,HPLC-4,301.1,312.4,837,293,463,154,0,0,0,10,4,14-01-2026
7992,Diclofenac,Assay,UV Spec-4,301.1,312.3,947,192,835,126,0,0,0,8,2,31-12-2025
7993,Diclofenac,Assay,IR-3,301.1,312.3,350,116,140,115,0,1,0,6,5,16-03-2026
7994,Diazepam,Assay,Disso-2,301.1,312.3,1853,271,167,178,0,1,0,8,3,07-02-2026
7995,Diazepam,Assay,Disso-4,301,312.3,1251,222,466,136,0,0,0,8,5,14-02-2026
7996,Diazepam,Dissolution,Disso-3,301,312.2,1488,206,199,143,1,1,0,10,1,07-01-2026
7997,Diclofenac,Dissolution,UV Spec-7,301,312.2,1851,450,630,98,0,0,1,8,3,01-01-2026
7998,Clopidogrel,UV Spec,Disso-3,301,312.2,1016,118,19,15,0,0,0,6,5,12-01-2026
7999,Clopidogrel,UV Spec,HPLC-5,300.9,312.1,1296,482,876,68,0,0,0,4,3,30-01-2026
8000,Diclofenac,UV Spec,Disso-5,300.9,312.1,559,327,781,118,0,0,0,1,5,28-12-2025
8001,Atorvastatin,Relative Substance,Disso-7,300.8,312,1752,327,861,27,0,1,0,10,4,20-01-2026
8002,Ibuprofen,Assay,HPLC-1,300.8,312,186,362,189,93,0,0,0,3,1,11-03-2026
8003,Ibuprofen,Relative Substance,HPLC-3,300.9,312.1,1351,169,171,133,1,0,0,5,1,18-01-2026
8004,Diazepam,Dissolution,UV Spec-11,300.8,312,1233,103,741,19,0,0,0,8,5,07-03-2026
8005,Clopidogrel,Assay,UV Spec-7,300.9,312,991,438,831,79,0,0,0,3,4,14-01-2026
8006,Atorvastatin,Dissolution,IR-3,300.8,312,964,157,106,10,0,1,0,4,0,05-03-2026
8007,Clopidogrel,UV Spec,UV Spec-7,300.9,312.1,143,215,473,127,0,0,0,3,3,19-03-2026
8008,Diclofenac,Assay,HPLC-1,301,312.1,889,487,824,109,0,0,0,6,2,24-01-2026
8009,Atorvastatin,Relative Substance,IR-2,300.8,311.9,820,62,845,113,0,0,0,9,4,19-02-2026
8010,Ibuprofen,Dissolution,HPLC-6,300.9,312,698,355,39,59,1,0,0,2,0,21-03-2026
8011,Clopidogrel,Relative Substance,HPLC-6,300.8,311.8,691,322,518,65,0,0,0,2,2,16-02-2026
8012,Ibuprofen,UV Spec,UV Spec-1,300.8,311.8,881,219,158,94,1,1,0,5,0,13-03-2026
8013,Diclofenac,Relative Substance,IR-3,300.9,312,794,392,442,118,1,0,0,3,3,19-02-2026
8014,Diazepam,Relative Substance,Disso-1,300.9,312,1169,267,211,25,0,0,0,3,0,20-01-2026
8015,Diazepam,Assay,UV Spec-10,300.9,312,1794,38,649,48,0,0,0,3,5,05-01-2026
8016,Clopidogrel,Dissolution,UV Spec-5,301,312,1081,384,422,112,0,0,0,2,2,12-03-2026
8017,Diclofenac,UV Spec,HPLC-1,300.9,312,1717,113,571,104,0,1,0,2,2,10-02-2026
8018,Clopidogrel,UV Spec,UV Spec-2,301,312,943,244,756,71,0,0,0,5,2,30-01-2026
8019,Ibuprofen,Dissolution,Disso-5,301,311.9,1421,443,162,119,0,0,0,6,0,05-01-2026
8020,Diclofenac,UV Spec,UV Spec-4,301,312.1,704,247,891,92,0,0,0,8,4,03-03-2026
8021,Diazepam,UV Spec,Disso-3,300.9,312,1998,136,259,21,0,0,0,6,0,24-02-2026
8022,Clopidogrel,Assay,IR-3,301,312,1048,61,523,126,0,0,0,7,2,20-03-2026
8023,Clopidogrel,Dissolution,UV Spec-2,300.9,312,1435,175,408,175,1,0,0,7,5,24-12-2025
8024,Atorvastatin,UV Spec,IR-1,300.9,312,1173,89,227,155,0,0,0,10,4,04-03-2026
8025,Diclofenac,Dissolution,IR-3,300.9,312,1056,114,203,179,0,0,0,0,1,11-02-2026
8026,Diclofenac,Relative Substance,IR-2,300.8,312,1744,446,861,5,0,0,0,7,4,25-12-2025
8027,Atorvastatin,UV Spec,Disso-5,300.7,311.9,1011,65,222,173,0,0,0,1,0,27-02-2026
8028,Diclofenac,Assay,Disso-1,300.6,311.9,506,13,456,169,1,0,0,1,3,10-03-2026
8029,Atorvastatin,UV Spec,UV Spec-5,300.6,311.8,1254,359,35,174,0,0,0,3,3,30-12-2025
8030,Diazepam,UV Spec,IR-3,300.6,311.9,138,354,288,132,0,0,0,7,3,19-01-2026
8031,Atorvastatin,Dissolution,HPLC-2,300.6,312,1086,157,382,139,0,0,0,1,5,31-01-2026
8032,Diclofenac,Relative Substance,UV Spec-2,300.7,312,147,448,139,156,0,0,1,7,5,16-03-2026
8033,Diazepam,Assay,UV Spec-2,300.8,312,1957,52,347,110,0,0,0,5,5,24-12-2025
8034,Diclofenac,UV Spec,Disso-3,300.7,311.9,94,369,772,169,0,0,0,6,3,01-03-2026
8035,Clopidogrel,Dissolution,Disso-3,300.7,311.8,1977,248,160,101,1,0,0,5,5,04-01-2026
8036,Diclofenac,Relative Substance,UV Spec-10,300.7,311.7,997,461,363,176,0,0,0,9,4,17-01-2026
8037,Atorvastatin,Assay,IR-2,300.7,311.7,1955,84,134,54,0,0,0,7,4,24-12-2025
8038,Diazepam,Dissolution,IR-1,300.7,311.8,1264,431,342,154,1,0,0,2,3,16-02-2026
8039,Clopidogrel,Relative Substance,HPLC-2,300.7,311.8,839,344,784,175,0,0,0,4,5,22-02-2026
8040,Ibuprofen,Relative Substance,IR-3,300.8,311.9,1941,49,180,112,0,0,1,6,3,04-02-2026
8041,Diclofenac,Assay,HPLC-1,300.8,311.9,123,324,518,41,0,0,0,0,2,10-02-2026
8042,Diazepam,Assay,UV Spec-11,300.8,311.9,457,71,152,81,1,0,0,3,0,19-03-2026
8043,Atorvastatin,Assay,Disso-4,300.8,311.9,788,6,528,174,0,0,0,7,0,29-12-2025
8044,Atorvastatin,UV Spec,Disso-3,300.7,311.9,934,260,624,142,1,0,0,0,0,16-03-2026
8045,Clopidogrel,Relative Substance,Disso-7,300.7,311.8,1223,498,616,114,0,0,0,9,5,24-12-2025
8046,Diclofenac,Assay,HPLC-7,300.7,311.9,500,153,488,34,1,0,0,8,2,01-01-2026
8047,Clopidogrel,Assay,UV Spec-1,300.6,311.8,899,50,227,148,0,0,0,10,0,02-03-2026
8048,Diclofenac,Dissolution,UV Spec-3,300.6,311.9,1166,410,417,149,1,0,0,10,1,05-03-2026
8049,Clopidogrel,Dissolution,UV Spec-8,300.6,311.9,765,385,36,27,1,0,0,0,3,04-01-2026
8050,Diazepam,Dissolution,UV Spec-9,300.6,311.9,623,171,676,91,1,0,0,3,2,16-01-2026
8051,Atorvastatin,Assay,IR-1,300.7,312,1883,496,759,106,1,0,0,1,4,22-12-2025
8052,Ibuprofen,Assay,HPLC-5,300.6,311.8,892,402,72,116,1,0,0,3,5,24-01-2026
8053,Diclofenac,Assay,UV Spec-11,300.5,311.9,1796,334,301,99,1,0,0,0,4,30-12-2025
8054,Diclofenac,Dissolution,UV Spec-7,300.5,311.9,1011,229,359,135,0,0,0,5,4,26-12-2025
8055,Diazepam,Assay,Disso-1,300.4,311.8,1602,134,797,157,0,0,0,6,3,24-02-2026
8056,Atorvastatin,UV Spec,Disso-6,300.2,311.6,458,103,862,164,0,0,0,7,2,01-02-2026
8057,Diazepam,Dissolution,IR-2,300.1,311.5,1222,371,45,164,0,0,0,5,2,04-02-2026
8058,Atorvastatin,Assay,HPLC-3,300.2,311.5,1848,406,700,135,0,0,0,5,2,14-02-2026
8059,Diclofenac,UV Spec,HPLC-3,300.3,311.6,846,200,514,121,0,0,0,2,4,11-02-2026
8060,Diclofenac,Dissolution,IR-2,300.2,311.6,1782,409,85,33,0,0,0,9,5,05-01-2026
8061,Clopidogrel,Relative Substance,IR-2,300.2,311.5,428,296,500,163,0,0,0,3,0,13-01-2026
8062,Clopidogrel,UV Spec,IR-3,300.2,311.6,273,6,626,164,0,0,0,0,5,20-03-2026
8063,Clopidogrel,Relative Substance,IR-3,300.3,311.6,658,359,696,161,1,0,0,9,2,13-02-2026
8064,Diclofenac,Assay,IR-3,300.3,311.7,74,6,369,73,0,0,0,4,2,06-01-2026
8065,Diazepam,Relative Substance,UV Spec-4,300.5,311.8,360,227,744,173,0,1,0,4,3,21-02-2026
8066,Atorvastatin,UV Spec,UV Spec-4,300.5,311.9,672,497,680,64,1,0,0,6,4,30-12-2025
8067,Atorvastatin,Relative Substance,UV Spec-5,300.4,311.9,1772,497,544,58,0,0,0,3,1,17-01-2026
8068,Diclofenac,Assay,IR-1,300.6,312,384,99,498,116,0,1,0,6,5,03-02-2026
8069,Diclofenac,UV Spec,UV Spec-6,300.5,311.9,1912,181,648,17,0,0,0,8,3,27-02-2026
8070,Diazepam,Relative Substance,HPLC-5,300.5,311.9,1465,488,880,174,0,1,0,3,3,28-02-2026
8071,Diclofenac,Dissolution,UV Spec-6,300.5,312,722,158,660,67,0,0,0,5,1,12-02-2026
8072,Clopidogrel,Assay,HPLC-1,300.5,312,1169,227,548,32,0,0,0,9,4,18-01-2026
8073,Ibuprofen,UV Spec,HPLC-4,300.5,312,1834,164,254,176,0,0,0,5,5,17-02-2026
8074,Clopidogrel,Assay,IR-1,300.5,312,1223,6,415,95,0,0,0,7,3,30-12-2025
8075,Clopidogrel,Dissolution,UV Spec-1,300.4,312,588,130,731,151,0,0,0,5,3,29-12-2025
8076,Ibuprofen,Dissolution,IR-2,300.4,312,1220,140,449,52,0,0,0,3,5,17-03-2026
8077,Diclofenac,UV Spec,UV Spec-4,300.3,311.8,1215,491,166,113,1,0,0,5,2,05-01-2026
8078,Ibuprofen,Dissolution,Disso-6,300.3,311.8,1926,5,733,134,1,0,0,5,3,23-01-2026
8079,Diazepam,UV Spec,IR-2,300.3,311.7,1908,211,186,111,0,0,0,3,3,08-03-2026
8080,Atorvastatin,Dissolution,Disso-3,300.2,311.5,1019,117,633,118,0,1,0,9,2,14-03-2026
8081,Atorvastatin,Assay,UV Spec-8,300.2,311.5,539,459,547,154,1,0,0,5,3,23-12-2025
8082,Diclofenac,Assay,HPLC-4,300.2,311.6,161,14,437,113,0,0,0,2,3,07-01-2026
8083,Diazepam,Assay,HPLC-3,300.1,311.5,1152,398,109,172,0,0,1,6,1,28-12-2025
8084,Diazepam,Dissolution,UV Spec-1,300.1,311.4,1541,29,720,94,1,0,0,9,3,03-01-2026
8085,Atorvastatin,UV Spec,HPLC-2,300.2,311.4,115,160,69,105,0,1,0,9,5,21-02-2026
8086,Diclofenac,Assay,HPLC-1,300.2,311.4,135,348,369,158,0,0,0,7,3,26-01-2026
8087,Diclofenac,UV Spec,HPLC-4,300.2,311.4,1310,393,351,97,0,0,0,4,1,13-01-2026
8088,Diclofenac,Relative Substance,UV Spec-5,300.1,311.4,1008,129,706,29,1,0,0,10,3,01-01-2026
8089,Diclofenac,Relative Substance,Disso-6,300.1,311.4,64,205,892,16,0,0,0,8,0,28-01-2026
8090,Clopidogrel,Relative Substance,HPLC-1,300.1,311.3,470,417,429,164,0,0,0,9,3,09-03-2026
8091,Ibuprofen,Relative Substance,Disso-1,300.1,311.4,1468,320,157,158,0,0,0,3,4,13-01-2026
8092,Ibuprofen,UV Spec,UV Spec-5,300.2,311.6,1913,279,601,24,0,0,0,7,2,21-12-2025
8093,Clopidogrel,Relative Substance,Disso-5,300.2,311.6,673,183,40,164,0,0,0,2,5,03-02-2026
8094,Clopidogrel,UV Spec,IR-1,300.2,311.6,1378,144,250,47,0,0,0,9,0,08-02-2026
8095,Clopidogrel,UV Spec,IR-3,300.2,311.6,1581,68,444,24,1,0,0,2,1,28-01-2026
8096,Diazepam,Assay,Disso-6,300.2,311.7,1555,219,165,160,0,0,0,6,5,24-12-2025
8097,Clopidogrel,Relative Substance,HPLC-5,300.2,311.7,1661,103,809,97,0,0,0,8,3,23-02-2026
8098,Diazepam,Relative Substance,IR-2,300.3,311.7,114,205,757,147,0,0,0,0,2,16-01-2026
8099,Atorvastatin,Assay,HPLC-3,300.2,311.6,694,66,222,46,1,0,0,6,0,05-03-2026
8100,Diclofenac,UV Spec,UV Spec-9,300.2,311.7,283,275,449,86,1,0,0,10,3,04-01-2026
8101,Diclofenac,Dissolution,HPLC-6,300.3,311.7,1843,457,681,171,0,0,0,5,0,17-03-2026
8102,Ibuprofen,Relative Substance,UV Spec-10,300.3,311.8,938,72,377,123,0,1,0,0,3,17-03-2026
8103,Diazepam,UV Spec,HPLC-5,300.3,311.8,289,158,161,89,0,0,0,8,3,21-12-2025
8104,Diclofenac,Assay,UV Spec-9,300.3,311.9,713,296,606,67,0,0,0,8,1,21-03-2026
8105,Diclofenac,Relative Substance,Disso-1,300.3,311.9,1817,240,511,71,0,1,0,3,0,17-03-2026
8106,Ibuprofen,Dissolution,UV Spec-6,300.4,311.9,564,222,290,107,0,0,0,0,1,01-01-2026
8107,Ibuprofen,Relative Substance,HPLC-6,300.4,312,478,125,291,87,0,0,0,9,5,02-02-2026
8108,Atorvastatin,Assay,HPLC-5,300.3,311.9,926,7,809,45,0,0,0,7,1,09-03-2026
8109,Diclofenac,Relative Substance,IR-2,300.3,311.8,1220,347,344,87,1,0,0,2,3,10-01-2026
8110,Ibuprofen,Relative Substance,IR-2,300.3,311.7,817,181,41,21,1,0,0,4,1,11-02-2026
8111,Clopidogrel,Dissolution,IR-3,300.3,311.8,124,244,392,140,1,0,0,10,5,15-01-2026
8112,Diclofenac,Relative Substance,IR-1,300.4,311.8,718,90,524,32,0,0,0,9,5,29-12-2025
8113,Clopidogrel,UV Spec,HPLC-7,300.4,311.8,1451,429,394,169,0,0,0,5,1,15-01-2026
8114,Diazepam,Dissolution,UV Spec-5,300.4,311.7,300,421,73,24,0,0,0,3,3,05-03-2026
8115,Ibuprofen,Dissolution,HPLC-2,300.4,311.8,126,38,355,102,0,0,0,10,3,07-02-2026
8116,Diclofenac,UV Spec,Disso-1,300.4,311.8,677,449,145,63,0,0,0,10,4,13-03-2026
8117,Ibuprofen,Dissolution,HPLC-3,300.3,311.8,315,425,472,68,0,0,0,2,3,14-01-2026
8118,Diclofenac,UV Spec,IR-3,300.3,311.7,1261,281,419,59,0,0,0,1,5,20-02-2026
8119,Diclofenac,Dissolution,IR-2,300.3,311.8,846,481,350,97,1,0,0,1,5,28-12-2025
8120,Diazepam,Assay,Disso-6,300.3,311.7,1236,359,266,73,0,0,0,0,3,14-02-2026
8121,Atorvastatin,Dissolution,IR-2,300.2,311.6,544,287,760,172,0,0,0,8,0,02-03-2026
8122,Atorvastatin,Dissolution,HPLC-3,300.2,311.6,1680,99,594,5,0,0,0,10,5,13-03-2026
8123,Ibuprofen,Dissolution,HPLC-1,300.2,311.6,97,38,832,6,0,0,0,3,4,29-01-2026
8124,Diazepam,Relative Substance,IR-1,300.2,311.5,407,423,553,50,0,0,0,1,0,23-01-2026
8125,Atorvastatin,Dissolution,UV Spec-2,300.2,311.4,1985,312,377,100,1,0,0,9,5,04-03-2026
8126,Ibuprofen,Relative Substance,HPLC-6,300.2,311.4,929,288,663,40,0,0,0,10,2,29-01-2026
8127,Ibuprofen,Assay,UV Spec-9,300.2,311.4,284,282,771,121,1,0,0,10,1,24-01-2026
8128,Atorvastatin,Relative Substance,UV Spec-2,300.1,311.3,599,338,26,111,0,0,1,5,2,29-12-2025
8129,Atorvastatin,UV Spec,UV Spec-10,300.1,311.4,1550,491,524,86,0,0,0,9,0,05-01-2026
8130,Ibuprofen,Relative Substance,Disso-2,300,311.3,918,168,495,130,0,0,0,10,3,14-01-2026
8131,Ibuprofen,Dissolution,HPLC-6,300,311.2,267,93,111,167,1,0,0,4,0,09-01-2026
8132,Diclofenac,Relative Substance,HPLC-7,299.9,311.2,417,430,757,40,0,0,0,3,0,20-02-2026
8133,Clopidogrel,Dissolution,IR-1,299.9,311.3,1939,143,804,104,0,0,0,1,3,20-03-2026
8134,Diclofenac,Dissolution,IR-3,299.8,311.1,1124,131,525,164,0,0,0,0,0,03-01-2026
8135,Atorvastatin,Dissolution,HPLC-1,299.7,311.1,472,244,380,83,0,0,0,7,0,23-12-2025
8136,Atorvastatin,UV Spec,HPLC-1,299.6,311,974,178,816,91,1,0,0,5,4,21-02-2026
8137,Atorvastatin,Dissolution,IR-3,299.6,310.9,242,259,674,39,1,0,0,0,2,13-03-2026
8138,Clopidogrel,UV Spec,Disso-3,299.5,310.8,1915,158,509,4,1,0,0,6,1,28-02-2026
8139,Atorvastatin,Relative Substance,IR-2,299.5,310.8,851,215,168,58,0,0,0,4,0,23-02-2026
8140,Diclofenac,Dissolution,IR-3,299.5,310.8,1558,344,187,34,0,0,0,8,2,09-02-2026
8141,Diclofenac,Relative Substance,HPLC-3,299.6,310.9,1751,341,697,79,0,0,0,6,3,23-01-2026
8142,Diclofenac,Dissolution,Disso-7,299.6,310.8,805,482,900,143,0,0,0,1,3,26-02-2026
8143,Atorvastatin,Relative Substance,HPLC-3,299.7,311,1604,41,695,118,0,0,0,7,1,11-03-2026
8144,Diclofenac,Dissolution,UV Spec-3,299.7,310.9,245,108,699,19,0,0,0,6,5,01-03-2026
8145,Atorvastatin,Assay,UV Spec-10,299.7,311,161,180,76,20,0,0,0,0,2,16-03-2026
8146,Atorvastatin,Relative Substance,HPLC-7,299.7,310.9,1232,412,152,62,0,0,0,4,4,30-12-2025
8147,Diclofenac,UV Spec,UV Spec-11,299.6,310.9,920,132,835,25,0,0,0,8,3,21-12-2025
8148,Diazepam,UV Spec,UV Spec-3,299.5,310.8,1189,336,611,31,0,0,0,4,1,29-01-2026
8149,Clopidogrel,UV Spec,Disso-4,299.5,310.7,1494,323,503,36,0,0,0,5,3,03-01-2026
8150,Atorvastatin,Assay,HPLC-3,299.6,310.8,1669,43,31,63,0,0,0,9,5,05-02-2026
8151,Diclofenac,Assay,UV Spec-4,299.5,310.7,1473,372,394,82,0,0,0,9,2,08-02-2026
8152,Clopidogrel,Assay,HPLC-7,299.5,310.7,1088,378,311,74,0,0,0,2,5,06-01-2026
8153,Clopidogrel,Dissolution,IR-1,299.5,310.7,237,153,399,38,0,0,0,7,0,28-02-2026
8154,Clopidogrel,Relative Substance,Disso-6,299.6,310.8,1809,178,593,82,0,0,0,6,0,22-12-2025
8155,Clopidogrel,Assay,UV Spec-9,299.6,310.7,1387,329,790,22,0,1,0,4,0,20-01-2026
8156,Clopidogrel,Assay,HPLC-3,299.5,310.8,1372,79,787,139,1,0,0,6,5,17-03-2026
8157,Diclofenac,UV Spec,UV Spec-1,299.6,310.8,829,399,89,82,0,0,0,0,3,02-02-2026
8158,Atorvastatin,UV Spec,Disso-7,299.6,310.8,1466,81,530,93,0,0,0,3,0,20-01-2026
8159,Atorvastatin,Assay,Disso-6,299.6,310.8,1926,181,325,81,1,0,0,6,3,03-01-2026
8160,Ibuprofen,Dissolution,UV Spec-9,299.6,310.9,315,362,22,93,0,0,1,5,4,21-02-2026
8161,Atorvastatin,Dissolution,Disso-3,299.7,311.1,622,124,126,86,0,0,0,10,1,05-03-2026
8162,Diazepam,UV Spec,UV Spec-1,299.6,311,829,69,420,87,0,0,0,10,3,09-02-2026
8163,Diclofenac,Relative Substance,IR-1,299.6,311,128,288,483,14,0,0,0,5,5,02-03-2026
